0,0,2980
0,5,2377
0,10,1476
0,15,888
0,20,546
0,25,345
0,30,228
0,35,159
0,40,121
0,45,111
0,50,142
0,55,252
0,60,502
0,65,993
0,70,1411
5,0,0
5,5,0
5,10,0
5,15,0
5,20,0
5,25,0
5,30,0
5,35,0
5,40,0
5,45,0
5,50,0
5,55,0
5,60,0
5,65,0
5,70,1251
10,0,0
10,5,0
10,10,0
10,15,0
10,20,0
10,25,0
10,30,0
10,35,0
10,40,0
10,45,0
10,50,0
10,55,0
10,60,0
10,65,0
10,70,947
15,0,0
15,5,0
15,10,0
15,15,0
15,20,0
15,25,0
15,30,0
15,35,0
15,40,0
15,45,0
15,50,0
15,55,0
15,60,0
15,65,0
15,70,671
20,0,442
20,5,802
20,10,988
20,15,947
20,20,830
20,25,718
20,30,633
20,35,558
20,40,507
20,45,502
20,50,606
20,55,857
20,60,1040
20,65,874
20,70,493
25,0,267
25,5,0
25,10,0
25,15,0
25,20,0
25,25,0
25,30,0
25,35,0
25,40,0
25,45,0
25,50,0
25,55,0
25,60,0
25,65,0
25,70,0
30,0,180
30,5,0
30,10,0
30,15,0
30,20,0
30,25,0
30,30,0
30,35,0
30,40,0
30,45,0
30,50,0
30,55,0
30,60,0
30,65,0
30,70,0
35,0,134
35,5,0
35,10,0
35,15,0
35,20,0
35,25,0
35,30,0
35,35,0
35,40,0
35,45,0
35,50,0
35,55,0
35,60,0
35,65,0
35,70,0
40,0,107
40,5,162
40,10,265
40,15,378
40,20,435
40,25,455
40,30,468
40,35,485
40,40,516
40,45,548
40,50,558
40,55,542
40,60,448
40,65,316
40,70,232
45,0,0
45,5,0
45,10,0
45,15,0
45,20,0
45,25,0
45,30,0
45,35,0
45,40,0
45,45,0
45,50,0
45,55,0
45,60,0
45,65,0
45,70,202
50,0,0
50,5,0
50,10,0
50,15,0
50,20,0
50,25,0
50,30,0
50,35,0
50,40,0
50,45,0
50,50,0
50,55,0
50,60,0
50,65,0
50,70,177
55,0,0
55,5,0
55,10,0
55,15,0
55,20,0
55,25,0
55,30,0
55,35,0
55,40,0
55,45,0
55,50,0
55,55,0
55,60,0
55,65,0
55,70,157
60,0,71
60,5,95
60,10,135
60,15,205
60,20,309
60,25,417
60,30,486
60,35,518
60,40,527
60,45,512
60,50,463
60,55,355
60,60,247
60,65,182
60,70,150
